soldToParty,costCentreCode,costCentreName,createdAt,createdBy,modifiedAt,modifiedBy,config_ID,config_tableName
IC13384,820188,GBS - Operational,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71140,CC
IC13384,820370,GBS – Operations & Employee Data,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71140,CC
IC13384,820400,GBS - FA & R,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71140,CC
IC13384,820402,GBS - ACS Payable,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71140,CC
IC13384,820403,GBS - Payroll & Exps,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71140,CC
IC13384,820707,NA GTSC SCD-Supply Chain Development,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71140,CC
IC13384,820716,Defense Purchasing RRNA,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71140,CC
IC13384,C090Z003,Human Resources,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71140,CC
IC13387,820188,GBS - Operational,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71140,CC
IC13387,C090Z003,Human Resources,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71140,CC
IC13563,851943,LW Whole Engine System,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71140,CC
