interfaceType_ID,field,country,area,term,actionIndicator,validation,createdAt,createdBy,modifiedAt,modifiedBy,config_ID,config_tableName
1,companyCode,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,contractNo,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,soldToParty,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,billToParty,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,workOrderWN,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,salesOffice,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,salesDocumentType,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,materialNo,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,remitToVendor,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,currency,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,fedTax,*,ZWMS,*,*,B,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,salesDocItem,*,ZWMS,*,*,B,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,lineItemRate,*,ZWMS,*,*,B,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,itemQuantity,*,ZWMS,*,*,B,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,baseUnit,*,ZWMS,*,*,B,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,poDesc,*,ZWMS,*,*,B,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,lineItemDesc,*,ZWMS,*,*,B,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,endDate,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,beginDate,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,ssn,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,fundIndicator,*,ZWMS,*,*,B,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,custPurOrderTotal,*,ZWMS,*,*,B,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,vendPurOrderTotal,*,ZWMS,*,*,B,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,workLocation,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,doorNo,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,street,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,city,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,region,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,country,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,postalCode,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,shiftCustomerBillRateFirst,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,shiftCustomerOTBillRateFirst,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,shiftCustomerDTBillRateFirst,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,shiftCustomerBillRateSecond,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,shiftCustomerOTBillRateSecond,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,shiftCustomerDTBillRateSecond,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,shiftCustomerBillRateThird,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,shiftCustomerOTBillRateThird,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,shiftCustomerDTBillRateThird,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,actionType,*,ZWMS,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,companyCode,*,ZWSC,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
1,contractNo,*,ZWSC,*,*,M,,,,,cc922c41-2cf3-4285-9f91-50ab0b191b6c,FV
