paymentTerm,netPaymentTerm,modifiedAt,modifiedBy,createdAt,createdBy,config_ID,config_tableName
7750,N075,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
7755,N075,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
7760,N075,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
7765,N075,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
7770,N075,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
7775,N075,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9000,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9005,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9010,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9015,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9020,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9025,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9030,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9035,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9040,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9045,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9050,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9055,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9060,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9065,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9070,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9075,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9080,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9085,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9090,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9095,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9100,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9105,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9110,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9115,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9120,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9125,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9130,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9135,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9140,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9145,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9150,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9155,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9160,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9165,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9170,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9175,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9180,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9185,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9190,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9195,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9200,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9205,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9210,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9215,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9220,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9225,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9230,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9235,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9240,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9245,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9250,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9255,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9260,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9265,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9270,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9275,N090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9500,N095,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
9505,N095,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71142,PTM
