customerNo,customerTerm,poBox,modifiedAt,modifiedBy,createdAt,createdBy,config_ID,config_tableName
0000010364,6095,PO BOX 9057,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71141,PTFPO
0000010364,6100,PO BOX 9057,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71141,PTFPO
0000010364,9105,PO BOX 9090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71141,PTFPO
0000010364,9115,PO BOX 9090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71141,PTFPO
0000010594,6095,PO BOX 9057,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71141,PTFPO
0000010594,6100,PO BOX 9057,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71141,PTFPO
0000010594,9105,PO BOX 9090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71141,PTFPO
0000010594,9115,PO BOX 9090,,,,,fe184c3b-92c4-4bda-a6cf-aec221d71141,PTFPO
